image,text,category
raw/synthetic/synth_0069.jpg,شعیب ثانیہ نے اپنے ہونے والے بچے کا نام بتادیا,synthetic
raw/synthetic/synth_0070.jpg,زمبابوے کی سری لنکا کے خلاف تاریخی فتح,synthetic
raw/synthetic/synth_0071.jpg,محمد عامر فلم ’’یلغار‘‘ دیکھنے کے لیے سینما پہنچ گئے,synthetic
raw/synthetic/synth_0072.jpg,پاکستان ہاکی فیڈریشن کے سیکرٹری رانا مجاہد عہدے سے مستعفی,synthetic
raw/synthetic/synth_0073.jpg,افریقی شیروں کا شکار، کوچ نئے ہتھیار آزمانے کے خواہاں,synthetic
raw/synthetic/synth_0074.jpg,آئی سی سی بورڈ کا 2 روزہ اجلاس لندن میں شروع,synthetic
raw/synthetic/synth_0075.jpg,ہاتھوں سے ظاہر ہونے والی پانچ خطرناک بیماریاں,synthetic
raw/synthetic/synth_0076.jpg,ورلڈ الیون میں شمولیت بین کٹنگ کیلیے منفرد تجربہ,synthetic
raw/synthetic/synth_0077.jpg,آنکھوں کے دانے ؛  گھریلو علاج اور چند احتیاطیں,synthetic
raw/synthetic/synth_0078.jpg,فکسنگ تنازع کا بورڈ بھی ذمہ دار,synthetic
raw/synthetic/synth_0079.jpg,ٹی ٹوئنٹی سیریز میں پاکستان فتح حاصل کرسکتا ہے، محمد یوسف,synthetic
raw/synthetic/synth_0080.jpg,آئی پی ایل کا کنٹرول بھی عدالتی کمیٹی کو سونپنے کی درخواست,synthetic
raw/synthetic/synth_0081.jpg,موٹاپا کم کرنا ہے تو دھوپ سینکیں، تحقیق,synthetic
raw/synthetic/synth_0082.jpg,سعید اجمل کو ’’باہر نکالو‘‘,synthetic
raw/synthetic/synth_0083.jpg,لارڈز سے لارڈز تک,synthetic
raw/synthetic/synth_0084.jpg,ایک بازو سے محروم باہمت شخص نے جہاز اُڑانا سیکھ لیا,synthetic
raw/synthetic/synth_0085.jpg,تھری ڈی ویڈیو کی سہولت بہت جلد فیس بک پر بھی,synthetic
raw/synthetic/synth_0086.jpg,شعیب ملک نے اپنے رویے سے حسن علی کو گرویدہ بنا لیا,synthetic
raw/synthetic/synth_0087.jpg,کلین سوئپ کے باوجود پاکستان کی چھٹی پوزیشن میں کوئی فرق نہیں آیا,synthetic
raw/synthetic/synth_0088.jpg,اذلان شاہ کپ ہاکی؛ توثیق کی کمر جواب دے گئی، کاشف اسکواڈ میں شامل,synthetic
raw/synthetic/synth_0089.jpg,پاکستانی کھلاڑی نے ایک روزہ کرکٹ میں ٹرپل سنچری داغ کر تاریخ رقم کردی,synthetic
raw/synthetic/synth_0090.jpg,نامساعد حالات کے باوجود امید کا دامن ہاتھ سے نہیں چھوڑنا چاہیے,synthetic
raw/synthetic/synth_0091.jpg,سری لنکن ٹیم پر حملے کے 6 سال مکمل، پاکستانی میدان تاحال ویران,synthetic
raw/synthetic/synth_0092.jpg,کرس گیل نے خود کو ٹی 20 کا موجد قرار دیدیا,synthetic
raw/synthetic/synth_0093.jpg,منہ کی بدبو کی وجہ اور اس کا علاج,synthetic
raw/synthetic/synth_0094.jpg,ورلڈکپ میں شاہینوں کی اونچی پرواز جاری,synthetic
raw/synthetic/synth_0095.jpg,پاکستان نے بھارت سے ہار کا غصہ بنگلہ دیش پر نکال دیا,synthetic
raw/synthetic/synth_0096.jpg,محمد حفیظ پرپاکستان سپر لیگ میں بولنگ کرانے پرپابندی عائد,synthetic
raw/synthetic/synth_0097.jpg,کرکٹررومان رئیس رشتہ ازدواج میں منسلک ہو گئے,synthetic
raw/synthetic/synth_0098.jpg,پاکستان نے ویسٹ انڈیزکو ٹی ٹوئنٹی سیریز میں وائٹ واش کردیا,synthetic
raw/synthetic/synth_0099.jpg,ایکواڈور کا آخری ’آئس مین‘,synthetic
raw/synthetic/synth_0100.jpg,ٹوئنٹی 20 بلائنڈ ورلڈ کپ؛ پاکستانی کرکٹرز کو بھارتی ویزے جاری,synthetic
raw/synthetic/synth_0101.jpg,شکستوں کی داستان طویل ہوگئی,synthetic
raw/synthetic/synth_0102.jpg,پاکستان سے ہاکی سیریز، بھارتی ٹیم نے آواز بلند کردی,synthetic
raw/synthetic/synth_0103.jpg,پاکستان نہیں آرہے تواپنے ملک ہی بلا لو؛ پی سی بی کی بھارت کو پیشکش,synthetic
raw/synthetic/synth_0104.jpg,انسانی اعضاء ’’چھاپنے‘‘ میں مددگار جیلی کی دریافت,synthetic
raw/synthetic/synth_0105.jpg,پاکستان اور بھارت کا ہر سال ہاکی سیریز کرانے کا فیصلہ,synthetic
raw/synthetic/synth_0106.jpg,برسبین ٹیسٹ میں پاکستانی فیلڈرز کی مہربانیوں کا سلسلہ جاری رہا,synthetic
raw/synthetic/synth_0107.jpg,انڈوں کی سخت اندرونی تہہ کو ننھے چوزے کیسے توڑ لیتے ہیں؟,synthetic
raw/synthetic/synth_0108.jpg,ویٹ لفٹنگ فیڈریشن پر ایڈہاک لگانے کا مطالبہ,synthetic
raw/synthetic/synth_0109.jpg,پاکستان نے نئے ٹیلنٹ کو زیادہ مواقع دینے کی ٹھان لی,synthetic
